Filing Period,Taxable Amount,Total AmountDue,Date Paid,Name,Street Address,City,State,Zip
21-Jul,8169.5,2450.85,8/2/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
21-Jun,5253,1575.9,7/31/2021,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
21-Jul,5164.52,1549.35,8/6/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Jul,360,108,8/18/2021,Cosmic Fog Vapors,3115 Airway Avenue,Costa Mesa,CA,92626
21-Jul,5259.83,1577.94,8/18/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-Jul,4809.2,1442.76,8/24/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Jul,9574.53,2872.35,8/24/2021,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
21-Jul,5148.32,1544.49,8/20/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Jul,46.08,13.82,8/27/2021,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
21-Sep,50759.8,15227.94,10/5/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-May,4809.25,1442.77,6/14/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-May,46253.3,13875.99,6/3/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
24-Apr,48693.4,14608.02,5/13/2024,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-May,6101.76,1830.52,6/22/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-May,5590.62,1677.18,6/24/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-May,4718.01,1415.4,6/21/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Oct,5848.2,1754.46,11/17/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-May,2515,754.5,6/30/2021,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
21-May,1435.37,430.61,6/30/2021,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
21-May,169888.39,50966.51,6/15/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Jun,7549.65,2264.89,7/1/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
21-Jun,5529.7,1658.91,7/1/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
21-Jul,49268.4,14780.52,8/3/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-Jul,192089.9,57626.97,8/24/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Aug,429.93,128.97,9/14/2021,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
21-Aug,4516.07,1354.82,9/14/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Aug,6049.64,1814.89,9/16/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
20-Dec,2711,813.3,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Oct,2587,776.1,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Nov,2812,843.6,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Apr,500,150,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Sep,10232.43,3069.72,10/27/2021,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
21-Sep,5778.2,1733.46,10/27/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
22-Jan,3332.31,999.69,2/16/2022,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
20-Jan,2793,837.9,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Jun,1214,364.2,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Mar,1420,426,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Sep,1974,592.2,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Aug,1842,552.6,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Jul,1651,495.3,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
20-Feb,2465,739.5,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Aug,4543.4,1363.02,9/22/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
20-May,755,226.5,9/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Aug,12949.56,3884.87,9/24/2021,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
21-Aug,5710.43,1713.12,9/21/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Aug,51192.64,15357.79,9/3/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-May,1420,426,9/29/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Jun,2495,748.5,9/29/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Aug,2998,899.4,9/29/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Jul,3005,901.5,9/29/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Apr,2737,821.1,9/29/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Jan,2694,808.2,9/29/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Mar,3109,932.7,9/29/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
24-Apr,1989.29,596.78,5/14/2024,Sheetz Distribution Services LLC,242 Sheetz Way,Claysburg,Pennsylvania,16625
21-Sep,15749.02,4724.7,10/28/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
21-Dec,185096.75,55529.02,1/18/2022,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Dec,6582,1974.6,1/31/2022,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
22-Jan,4522.44,1356.73,2/22/2022,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
22-May,7135.25,2140.57,6/1/2022,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
21-Feb,2485,745.5,9/29/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Aug,178592.2,53577.66,9/20/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Jun,39215.17,11764.55,9/30/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
21-Aug,4380,1314,9/30/2021,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
21-Jul,36372.4,10911.72,9/30/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
21-Aug,22002.9,6600.87,9/30/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
21-Sep,5788.55,1736.56,10/1/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
21-Sep,8159.75,2447.92,10/1/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
21-Sep,4735.55,1420.66,10/15/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Sep,8660.35,2598.1,10/14/2021,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
21-Sep,4265.03,1279.5,10/20/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Sep,46.08,13.82,10/29/2021,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
21-Sep,163185.73,48955.71,10/21/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Sep,3940,1182,10/31/2021,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
24-Dec,2787.85,836.35,1/17/2025,Sheetz Distribution Services LLC,242 Sheetz Way,Claysburg,Pennsylvania,16625
21-Oct,3359.5,1007.85,11/2/2021,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
21-Oct,5349.25,1604.77,11/1/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
21-Oct,7612.5,2283.75,11/1/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
22-Jan,2795.6,838.68,2/1/2022,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
22-Jan,4021.5,1206.45,2/1/2022,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
22-Jan,9172.8,2751.84,2/23/2022,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
21-Dec,3611,1083.3,2/24/2022,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
22-Jan,6789.45,2036.83,2/1/2022,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
24-Apr,16737.23,5021.16,5/14/2024,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
24-Apr,2172.06,651.61,5/16/2024,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
22-Jan,3725,1117.5,2/24/2022,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Nov,3335,1000.5,2/24/2022,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
22-Mar,42391,12717.3,4/11/2022,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
22-Mar,11080.64,3324.19,4/26/2022,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
22-Mar,5032.23,1509.66,4/27/2022,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
22-Apr,3657.5,1097.25,5/19/2022,"MVRB2, LLC",130 Oakpark Dr Ste A,Mooresville,NC,28115
22-May,4669.5,1400.85,6/1/2022,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
22-May,3525.2,1057.56,6/1/2022,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
22-May,1685.75,505.72,6/1/2022,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
22-May,153221.94,45966.58,6/17/2022,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
22-May,49320.74,14796.22,6/3/2022,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
22-May,46.08,13.82,6/29/2022,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
22-May,5918,1775.4,6/30/2022,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
22-Jun,3577.85,1073.35,7/1/2022,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
22-Jun,1689.5,506.85,7/1/2022,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
22-Jun,4729.25,1418.77,7/1/2022,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
22-Jun,6965.5,2089.65,7/1/2022,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
22-Jun,3621.16,1086.35,7/18/2022,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
22-Jun,50957.67,15287.3,7/6/2022,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
22-Jun,470.77,141.23,7/19/2022,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
22-Jun,2607.82,782.34,7/18/2022,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
22-Jan,47779.34,14333.8,2/4/2022,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
22-Jan,23.04,6.91,2/22/2022,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
22-Jan,3573,1071.9,2/26/2022,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
22-Jan,179524.14,53857.24,2/18/2022,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
22-Feb,6829.75,2048.92,3/1/2022,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
22-Feb,4119.5,1235.85,3/1/2022,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
22-Feb,2549.25,764.77,3/1/2022,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
22-Feb,1239.5,371.85,3/1/2022,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
22-Feb,462.27,138.68,3/17/2022,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
22-Feb,8480.32,2544.09,3/9/2022,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
24-Aug,215.7,64.71,9/18/2024,HS Wholesale Limited,511 S. Vista Ave,Addison,Illinois,60101
22-Feb,3913.47,1174.04,3/16/2022,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
22-Feb,6329.26,1898.78,3/24/2022,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
22-Feb,3891,1167.3,3/28/2022,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
22-Feb,41835,12550.5,3/2/2022,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
22-Feb,8785.1,2635.53,3/29/2022,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
22-Feb,1980,594,3/31/2022,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
22-Feb,149028.29,44708.48,3/22/2022,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
22-Mar,2683.75,805.12,4/1/2022,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
22-Mar,4369.2,1310.76,4/1/2022,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
22-Mar,2510,753,4/29/2022,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
24-Apr,313.27,93.98,5/11/2024,"K & E Tobacco, LLC",13842 Outlet Drive Unit C,Silver Spring,MD,20904
24-Apr,101.8,30.54,5/20/2024,HS Wholesale Limited,511 S. Vista Ave,Addison,Illinois,60101
24-Jan,17021.05,5106.31,2/15/2024,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
24-Feb,2322.5,696.75,3/10/2024,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
24-Dec,2343.18,702.95,1/15/2025,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
24-Aug,6828.93,2048.67,9/18/2024,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
24-Apr,1510.5,453.15,5/27/2024,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
24-Apr,1155.25,346.57,5/27/2024,smoke island6 inc,7913 Norfolk ave,Bethesda,MD,20814
24-Apr,1105.5,331.65,5/27/2024,smoke island8 inc,2567 Ennalls ave,Wheaton,MD,20902
24-Apr,1690.5,507.15,5/27/2024,smoke island4 inc,12331 Georgia ave unit F,Silver Spring,MD,20906
24-Apr,1018,305.4,5/27/2024,Smoke Island7 inc,4949 Bethesda Ave,Bethesda,Maryland,20814
24-Apr,1215.5,364.65,5/27/2024,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
24-Apr,2235.5,670.65,5/27/2024,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
24-Apr,1689,506.7,5/27/2024,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
22-Mar,1215.25,364.57,4/1/2022,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
22-Mar,4371.65,1311.49,4/14/2022,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
24-Aug,1495.27,448.58,9/13/2024,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
24-Apr,10095.38,3028.61,5/30/2024,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
24-Apr,103503.68,31051.1,5/22/2024,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
24-Apr,8759,2627.7,5/30/2024,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
24-May,2615.71,784.71,6/14/2024,Sheetz Distribution Services LLC,242 Sheetz Way,Claysburg,Pennsylvania,16625
24-May,1832.97,549.89,6/17/2024,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
24-May,35903.2,10770.96,6/11/2024,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
24-May,313.23,93.96,6/10/2024,"K & E Tobacco, LLC",13842 Outlet Drive Unit C,Silver Spring,MD,20904
24-May,71.13,21.33,6/20/2024,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
24-May,114213.58,34264.07,6/20/2024,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
24-May,18443.28,5532.98,6/18/2024,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
24-May,2345,703.5,6/21/2024,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
24-May,1025.5,307.65,6/21/2024,Smoke Island7 inc,4949 Bethesda Ave,Bethesda,Maryland,20814
24-May,1710.5,513.15,6/21/2024,smoke island4 inc,12331 Georgia ave unit F,Silver Spring,MD,20906
24-May,1165.5,349.65,6/21/2024,smoke island6 inc,7913 Norfolk ave,Bethesda,MD,20814
24-May,1695.5,508.65,6/21/2024,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
24-May,1265.5,379.65,6/21/2024,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
24-May,1515.75,454.72,6/21/2024,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
24-May,13343.88,4003.16,6/25/2024,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
24-May,8879.58,2663.87,7/3/2024,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
24-Jun,305.1,91.53,7/9/2024,"K & E Tobacco, LLC",13842 Outlet Drive Unit C,Silver Spring,MD,20904
24-Jun,35.56,10.66,7/15/2024,"Core-Mark Midcontinent, Inc.",1500 Solana Blvd,Westlake,Texas,76262
24-May,1139.5,341.85,6/21/2024,smoke island8 inc,2567 Ennalls ave,Wheaton,MD,20902
21-Sep,3210,963,11/9/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
22-Mar,6946.5,2083.95,4/1/2022,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
22-Apr,1376.5,412.95,5/1/2022,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
22-Apr,3118.75,935.62,5/1/2022,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
22-Apr,4529.5,1358.85,5/1/2022,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
22-Apr,7025.29,2107.58,5/1/2022,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
22-Apr,3420.02,1026,5/16/2022,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
21-Aug,379.08,113.72,5/19/2022,"MVRB2, LLC",130 Oakpark Dr Ste A,Mooresville,NC,28115
22-Apr,7565.57,2269.67,5/24/2022,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
22-Apr,11131.01,3339.3,5/24/2022,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
22-May,16241,4872.3,6/16/2022,"MVRB2, LLC",130 Oakpark Dr Ste A,Mooresville,NC,28115
22-May,3684.68,1105.4,6/15/2022,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
22-May,11283.1,3384.93,6/16/2022,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
22-May,7674.24,2302.27,6/23/2022,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
24-Nov,7995.5,2398.65,1/20/2025,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
22-May,10248.7,3074.61,6/28/2022,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
22-Jun,23.04,6.91,7/28/2022,Triple C Wholesalers Inc,2801 W Patapsco Ave #B,Baltimore,MD,21230
21-Oct,2431.32,729.39,11/16/2021,"RJR Vapor Co., LLC",P.O. Box 2959,Winston Salem,NC,27101-2959
21-Oct,46831.17,14049.35,11/2/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
21-Oct,3148,944.4,11/22/2021,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
21-Oct,509.77,152.93,11/19/2021,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
24-Aug,1345,403.5,9/21/2024,smoke island8 inc,2567 Ennalls ave,Wheaton,MD,20902
24-Dec,186.9,56.07,1/22/2025,HS Wholesale Limited,511 S. Vista Ave,Addison,Illinois,60101
21-Oct,4164.21,1249.26,11/23/2021,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Oct,9178.2,2753.46,11/26/2021,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
24-Dec,6800.64,2040.19,1/17/2025,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
24-Dec,9611.74,2883.52,1/23/2025,Cooper-Booth Wholesale Co. LP,200 Lincoln West Drive,Mountville,PA,17554
21-Oct,3630,1089,11/30/2021,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
21-Oct,14946.37,4483.91,11/30/2021,Avail Vapor LLC,820 Southlake Blvd,North Chesterfield,Virginia,23236
21-Oct,188071.94,56421.58,11/18/2021,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
21-Nov,6725.69,2017.7,12/2/2021,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
21-Nov,4327.25,1298.17,12/2/2021,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
21-Nov,2439.5,731.85,12/2/2021,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
21-Nov,4073.94,1222.18,12/2/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Oct,3359.24,1007.77,12/2/2021,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
21-Nov,49691.8,14907.54,12/7/2021,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
22-Apr,8296.9,2489.07,5/6/2022,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
22-Apr,572.5,171.75,5/17/2022,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
22-Apr,50609.84,15182.95,5/6/2022,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
24-Jun,1125.5,337.65,7/17/2024,smoke island6 inc,7913 Norfolk ave,Bethesda,MD,20814
24-Jun,1285.25,385.57,7/17/2024,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
22-Jun,6198.2,1859.46,7/28/2022,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
22-Apr,5365.2,1609.56,7/28/2022,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
22-May,6125.24,1837.57,7/28/2022,Vapor worldwide,15906 Shady Grove,Gaithersburg,Maryland,20877
22-Aug,4836.25,1450.87,9/2/2022,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
22-Jun,159316.72,47795.01,7/20/2022,"McLane/Mid-Atlantic, Inc.",56 McLane Drive,Fredericksburg,Virginia,22406
22-Jun,7563.71,2269.11,7/20/2022,"MVRB2, LLC",130 Oakpark Dr Ste A,Mooresville,NC,28115
22-Jun,6320,1896,7/31/2022,Vape Social,16521 S Frederick Ave,Gaithersburg,md,20877
22-Jul,3495.5,1048.65,8/2/2022,smokeisland3 inc,815 hungerford drive,Rockville,Montgomery,20850
22-Jul,4568.5,1370.55,8/2/2022,Smoke island1 inc,9439 Georgia ave,Silver Spring,Maryland,20910
22-Jul,1725.5,517.65,8/2/2022,smoke island5 inc,211 N. Frederick Ave unit F,Gaithersburg,MD,20877
22-Jul,6892.25,2067.67,8/8/2022,smoke Island inc,11230 Georgia ave,silver spring,MD,20902
24-Jun,1122.5,336.75,7/17/2024,Smoke Island7 inc,4949 Bethesda Ave,Bethesda,Maryland,20814
22-Jul,532,159.6,8/15/2022,"Double Tree USA, Inc",1772 Sulphur Spring Road STE 103,Halethorpe,Maryland,21227
22-Jul,13498.74,4049.62,8/16/2022,George J. Falter,3501 Benson Ave,Baltimore,MD,21227
22-Jul,351,105.3,8/22/2022,"K & E Tobacco, LLC",13842 Outlet Drive Unit C,Silver Spring,MD,20904
22-Apr,3931.81,1179.54,8/21/2022,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
22-Mar,5383.4,1615.02,8/21/2022,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
22-Jul,73363.97,22009.19,8/4/2022,Century Distributors,15710 Crabbs Branch Way,Rockville,Maryland,20855
22-Jul,3560.85,1068.25,8/18/2022,Eby Brown Company,1415 W Diehl Rd- STE 300N,Naperville,IL,60563-1197
22-May,4896.01,1468.8,8/21/2022,Status Smoke LLC,16125 Shady Grove Road,Gaithersburg,MD,20877
22-Jul,10669.36,3200.81,8/24/2022,Link Distribution Inc.,480 N York Road,Bensenville,IL,60106
